ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,deuda_total_financiera,puntaje_experian,capacidad_pago_porcentaje,aprobado
SOL-000161,62,M,viudo,Alquilada,5,Sierra,Periurbano,3667,9,Mensual,Produccion,6594,68,2110.08,8,765,2883.08,1050,102,86,1238,1548,990,57.06,1
SOL-000162,31,F,soltero,Alquilada,1,Sierra,Periurbano,325,42,Diario,Servicios,3031,64,1091.16,239,248,1578.16,450,82,206,738,3708,643,53.24,0
SOL-000163,50,F,viudo,Familiar,3,Sierra,Periurbano,703,18,Semanal,Comercio,3187,69,987.97,512,391,1890.97,740,82,158,980,3792,588,48.17,0
SOL-000164,41,M,conviviente,Familiar,2,Selva,Rural,5034,3,Mensual,Servicios,6011,58,2524.62,1751,429,4704.62,470,63,451,984,13530,317,79.08,0
SOL-000165,22,F,conviviente,Propia,6,Sierra,Urbano,5669,3,Mensual,Produccion,7046,68,2254.72,376,1085,3715.72,1350,172,422,1944,7596,548,47.68,0
SOL-000166,59,M,viudo,Familiar,5,Selva,Urbano,2807,37,Semanal,Comercio,9560,70,2868,1616,1496,5980,1160,148,61,1369,244,890,77.11,1
SOL-000167,36,M,casado,Propia,5,Costa,Periurbano,5574,23,Quincenal,Produccion,6217,70,1865.1,1413,701,3979.1,1130,72,208,1410,2496,800,64.56,1
SOL-000168,45,F,casado,Propia,1,Costa,Rural,1217,7,Quincenal,Comercio,2174,77,500.02,530,306,1336.02,430,50,22,502,660,743,62.43,1
SOL-000169,61,M,divorciado,Alquilada,4,Costa,Urbano,10990,24,Quincenal,Comercio,5204,22,4059.12,1314,826,6199.12,1070,93,281,1444,9273,546,76.71,0
SOL-000170,56,M,casado,Familiar,3,Selva,Rural,1688,86,Diario,Transporte,1344,55,604.8,250,150,1004.8,590,52,107,749,107,662,25.46,1
SOL-000171,44,M,viudo,Familiar,1,Sierra,Periurbano,1307,11,Mensual,Comercio,2584,53,1214.48,286,361,1861.48,450,63,23,536,345,849,71.21,1
SOL-000172,67,F,soltero,Propia,1,Selva,Rural,1661,89,Diario,Comercio,2033,71,589.57,405,40,1034.57,350,57,88,495,440,934,52.15,1
SOL-000173,57,F,casado,Familiar,3,Selva,Urbano,6218,40,Diario,Transporte,7048,63,2607.76,1171,736,4514.76,800,119,481,1400,10101,528,68.99,0
SOL-000174,53,F,casado,Alquilada,4,Costa,Urbano,7538,116,Diario,Servicios,6517,52,3128.16,1467,1217,5812.16,1070,286,113,1469,791,743,74.73,1
SOL-000175,47,M,soltero,Propia,1,Costa,Periurbano,1353,6,Quincenal,Transporte,3928,54,1806.88,593,711,3110.88,480,119,316,915,7584,377,70.59,0
SOL-000176,19,M,soltero,Alquilada,1,Selva,Periurbano,1495,4,Mensual,Produccion,1943,60,777.2,95,205,1077.2,430,54,68,552,136,971,48.76,1
SOL-000177,42,M,conviviente,Alquilada,2,Sierra,Rural,4973,22,Semanal,Comercio,7335,65,2567.25,702,421,3690.25,520,243,101,864,2020,967,76.59,1
SOL-000178,52,M,divorciado,Alquilada,6,Costa,Rural,2069,4,Semanal,Servicios,1978,61,771.42,267,108,1146.42,1150,67,61,1278,183,782,-11.48,0
SOL-000179,63,F,soltero,Propia,1,Sierra,Urbano,3142,18,Semanal,Transporte,4472,65,1565.2,616,0,2181.2,520,71,117,708,1638,673,67.54,0
SOL-000180,64,F,divorciado,Familiar,1,Sierra,Urbano,723,41,Diario,Produccion,2172,71,629.88,355,17,1001.88,520,55,123,698,861,869,30.33,0
SOL-000181,30,M,casado,Alquilada,5,Selva,Rural,1291,86,Diario,Comercio,2245,58,942.9,167,243,1352.9,840,94,92,1026,644,810,24.16,0
SOL-000182,38,F,viudo,Alquilada,2,Costa,Rural,4215,11,Mensual,Transporte,2789,34,1840.74,638,110,2588.74,560,168,161,889,1610,869,65.66,1
SOL-000183,31,F,viudo,Alquilada,4,Sierra,Periurbano,2560,8,Mensual,Comercio,9550,62,3629,1597,1101,6327,890,63,243,1196,1458,676,81.1,1
SOL-000184,59,F,soltero,Alquilada,1,Sierra,Urbano,2550,5,Mensual,Transporte,8595,69,2664.45,383,1218,4265.45,520,236,312,1068,3744,771,74.96,0
SOL-000185,49,M,casado,Propia,3,Selva,Rural,3440,34,Diario,Comercio,7599,59,3115.59,159,473,3747.59,590,75,167,832,167,851,77.8,1
SOL-000186,19,F,soltero,Propia,1,Costa,Urbano,3904,17,Semanal,Produccion,4387,62,1667.06,1147,258,3072.06,550,144,266,960,2660,993,68.75,0
SOL-000187,60,M,casado,Familiar,3,Costa,Rural,1929,59,Diario,Servicios,3212,60,1284.8,195,358,1837.8,700,76,213,989,3834,616,46.19,0
SOL-000188,53,F,viudo,Familiar,3,Costa,Urbano,5337,10,Mensual,Produccion,8171,56,3595.24,909,764,5268.24,890,127,454,1471,1362,938,72.08,1
SOL-000189,30,F,viudo,Alquilada,2,Sierra,Rural,5673,5,Mensual,Servicios,4635,54,2132.1,74,756,2962.1,520,89,120,729,3240,877,75.39,0
SOL-000190,46,F,casado,Familiar,3,Sierra,Urbano,4502,47,Diario,Transporte,5175,71,1500.75,1169,890,3559.75,830,143,65,1038,130,885,70.84,1
SOL-000191,67,M,viudo,Alquilada,4,Sierra,Rural,967,7,Mensual,Servicios,1508,58,633.36,129,280,1042.36,750,56,122,928,2196,538,10.97,0
SOL-000192,25,M,casado,Propia,3,Costa,Periurbano,2295,3,Mensual,Comercio,3097,70,929.1,115,347,1391.1,790,89,100,979,800,724,29.62,1
SOL-000193,38,M,casado,Alquilada,3,Costa,Urbano,2827,24,Semanal,Servicios,3361,70,1008.3,288,589,1885.3,890,53,132,1075,2772,566,42.98,0
SOL-000194,21,F,soltero,Familiar,1,Selva,Urbano,5536,11,Mensual,Servicios,3540,15,3009,861,440,4310,490,157,292,939,4088,694,78.21,0
SOL-000195,44,F,viudo,Familiar,1,Sierra,Rural,3433,47,Semanal,Comercio,4692,63,1736.04,65,500,2301.04,390,139,159,688,3498,503,70.1,0
SOL-000196,66,F,divorciado,Propia,2,Sierra,Urbano,3001,39,Semanal,Comercio,7847,74,2040.22,2263,562,4865.22,670,157,360,1187,4320,530,75.6,0
SOL-000197,44,F,casado,Familiar,4,Selva,Periurbano,7662,14,Quincenal,Transporte,6374,58,2677.08,1449,877,5003.08,920,218,56,1194,672,929,76.13,1
SOL-000198,32,M,conviviente,Alquilada,4,Sierra,Rural,4860,110,Diario,Transporte,6863,75,1715.75,907,1303,3925.75,750,164,186,1100,1302,681,71.98,1
SOL-000199,32,F,viudo,Alquilada,5,Selva,Periurbano,896,64,Diario,Servicios,1685,63,623.45,75,19,717.45,1080,58,114,1252,1026,754,-74.51,0
SOL-000200,49,F,viudo,Alquilada,3,Costa,Rural,6942,29,Semanal,Produccion,3463,30,2424.1,566,17,3007.1,700,198,91,989,364,691,67.11,1
SOL-000201,35,M,conviviente,Propia,3,Selva,Periurbano,4159,4,Mensual,Produccion,7689,72,2152.92,1255,787,4194.92,740,207,384,1331,3840,791,68.27,0
SOL-000202,36,M,casado,Propia,1,Sierra,Periurbano,2475,68,Diario,Produccion,3283,64,1181.88,481,94,1756.88,450,104,172,726,3096,548,58.68,0
SOL-000203,65,M,casado,Alquilada,5,Costa,Urbano,2260,19,Quincenal,Transporte,9858,72,2760.24,48,1155,3963.24,1250,105,320,1675,1920,972,57.74,1
SOL-000204,51,M,soltero,Propia,1,Selva,Periurbano,6236,25,Semanal,Comercio,8816,73,2380.32,347,737,3464.32,430,157,318,905,1272,728,73.88,1
SOL-000205,59,M,conviviente,Alquilada,2,Costa,Urbano,5097,21,Quincenal,Servicios,7576,55,3409.2,892,1195,5496.2,710,338,9,1057,243,659,80.77,1
SOL-000206,62,F,divorciado,Propia,2,Selva,Periurbano,1765,32,Semanal,Transporte,6679,85,1001.85,820,718,2539.85,580,91,155,826,1395,985,67.48,1
SOL-000207,45,M,divorciado,Propia,4,Selva,Rural,3771,13,Quincenal,Transporte,1966,30,1376.2,146,287,1809.2,710,125,241,1076,2169,721,40.53,0
SOL-000208,53,M,soltero,Propia,1,Costa,Periurbano,928,24,Semanal,Comercio,6575,75,1643.75,73,1125,2841.75,480,66,69,615,414,987,78.36,1
SOL-000209,57,M,soltero,Familiar,1,Selva,Periurbano,1280,4,Quincenal,Produccion,8944,40,5366.4,2138,1437,8941.4,430,482,117,1029,468,841,88.49,1
SOL-000210,68,F,soltero,Propia,1,Costa,Periurbano,9256,14,Quincenal,Produccion,9938,63,3677.06,2067,1199,6943.06,480,109,361,950,1083,664,86.32,1
SOL-000211,64,M,divorciado,Familiar,1,Sierra,Urbano,2138,20,Quincenal,Produccion,9731,50,4865.5,2122,1014,8001.5,520,419,753,1692,8283,905,78.85,0
SOL-000212,28,F,conviviente,Familiar,4,Selva,Periurbano,715,17,Semanal,Servicios,2376,66,807.84,643,348,1798.84,920,51,161,1132,483,770,37.07,1
SOL-000213,19,F,soltero,Propia,1,Selva,Urbano,19759,7,Quincenal,Comercio,9973,10,8975.7,2386,813,12174.7,490,51,520,1061,4160,952,91.29,1
SOL-000214,48,M,conviviente,Familiar,2,Sierra,Periurbano,6554,4,Mensual,Comercio,6265,62,2380.7,1182,282,3844.7,590,209,270,1069,8100,636,72.2,0
SOL-000215,65,F,viudo,Alquilada,4,Selva,Periurbano,1628,27,Semanal,Comercio,7741,49,3947.91,1005,103,5055.91,920,242,482,1644,2410,911,67.48,1
SOL-000216,19,M,soltero,Alquilada,1,Sierra,Periurbano,2364,40,Semanal,Comercio,2992,67,987.36,593,213,1793.36,450,88,49,587,980,724,67.27,1
SOL-000217,67,M,casado,Alquilada,6,Costa,Periurbano,887,11,Mensual,Servicios,4828,70,1448.4,276,429,2153.4,1300,75,64,1439,1728,734,33.18,0
SOL-000218,62,M,casado,Familiar,4,Costa,Periurbano,2216,4,Mensual,Servicios,2897,40,1738.2,756,185,2679.2,960,108,296,1364,2072,736,49.09,0
SOL-000219,22,F,casado,Familiar,6,Sierra,Urbano,4648,10,Quincenal,Transporte,7042,69,2183.02,102,619,2904.02,1350,65,364,1779,4368,637,38.74,0
SOL-000220,21,F,soltero,Propia,1,Sierra,Urbano,1361,14,Semanal,Transporte,1252,56,550.88,135,177,862.88,520,53,57,630,684,741,26.99,0
SOL-000221,25,M,soltero,Propia,1,Sierra,Urbano,1529,12,Quincenal,Servicios,2350,69,728.5,52,387,1167.5,520,64,68,652,1632,617,44.15,0
SOL-000222,66,F,divorciado,Familiar,1,Selva,Rural,959,10,Mensual,Servicios,8379,65,2932.65,780,128,3840.65,350,219,209,778,2926,792,79.74,0
SOL-000223,56,M,conviviente,Propia,3,Costa,Urbano,7630,29,Semanal,Transporte,8780,55,3951,2292,297,6540,890,196,406,1492,3248,712,77.19,1
SOL-000224,60,M,soltero,Propia,1,Selva,Urbano,4701,3,Mensual,Transporte,4348,62,1652.24,52,231,1935.24,490,137,31,658,124,800,66,1
SOL-000225,35,F,soltero,Familiar,1,Sierra,Rural,3589,6,Quincenal,Produccion,7846,58,3295.32,1852,266,5413.32,390,277,525,1192,2100,959,77.98,1
SOL-000226,60,F,casado,Alquilada,2,Selva,Periurbano,4477,10,Mensual,Transporte,6456,25,4842,174,1224,6240,580,428,449,1457,898,762,76.65,1
SOL-000227,49,M,divorciado,Familiar,5,Selva,Urbano,10460,11,Mensual,Produccion,4057,10,3651.3,420,541,4612.3,1160,69,31,1260,279,870,72.68,1
SOL-000228,53,M,viudo,Familiar,3,Costa,Urbano,837,8,Quincenal,Produccion,2893,50,1446.5,551,466,2463.5,890,122,167,1179,1002,705,52.14,1
SOL-000229,52,M,viudo,Alquilada,6,Costa,Urbano,2056,97,Diario,Comercio,1797,50,898.5,407,243,1548.5,1440,85,7,1532,70,919,1.07,0
SOL-000230,70,F,conviviente,Alquilada,5,Selva,Urbano,7324,10,Mensual,Comercio,7089,56,3119.16,790,611,4520.16,1160,107,314,1581,3140,839,65.02,1
SOL-000231,29,F,viudo,Alquilada,2,Selva,Rural,9085,12,Mensual,Servicios,8380,18,6871.6,945,326,8142.6,470,331,366,1167,2562,761,85.67,1
SOL-000232,42,F,divorciado,Alquilada,1,Costa,Rural,2764,12,Mensual,Transporte,3528,52,1693.44,173,636,2502.44,430,137,1,568,11,945,77.3,1
SOL-000233,29,F,soltero,Familiar,1,Costa,Periurbano,8156,67,Diario,Transporte,5935,40,3561,668,837,5066,480,230,415,1125,1245,789,77.79,1
SOL-000234,52,F,conviviente,Familiar,3,Selva,Rural,1655,10,Mensual,Produccion,4756,60,1902.4,1287,448,3637.4,590,110,230,930,1610,904,74.43,1
SOL-000235,46,F,divorciado,Propia,4,Costa,Periurbano,7003,18,Quincenal,Servicios,8649,64,3113.64,292,1640,5045.64,960,267,245,1472,5880,860,70.83,0
SOL-000236,46,M,divorciado,Propia,1,Selva,Rural,2372,86,Diario,Produccion,5809,20,4647.2,1423,672,6742.2,350,124,78,552,468,858,91.81,1
SOL-000237,42,M,conviviente,Alquilada,2,Sierra,Periurbano,3710,15,Semanal,Servicios,9802,66,3332.68,1884,658,5874.68,590,189,436,1215,1744,872,79.32,1
SOL-000238,53,M,soltero,Propia,1,Costa,Periurbano,794,11,Mensual,Transporte,5496,61,2143.44,1020,570,3733.44,480,150,428,1058,2568,917,71.66,1
SOL-000239,43,M,divorciado,Familiar,2,Costa,Rural,6221,51,Semanal,Produccion,8386,54,3857.56,1697,365,5919.56,560,295,211,1066,3798,900,81.99,1
SOL-000240,58,M,conviviente,Propia,1,Sierra,Periurbano,4362,4,Mensual,Comercio,5785,65,2024.75,58,162,2244.75,450,119,33,602,693,986,73.18,1
SOL-000241,43,M,casado,Alquilada,4,Selva,Periurbano,3247,13,Quincenal,Transporte,8215,70,2464.5,910,1038,4412.5,920,222,245,1387,735,819,68.57,1
SOL-000242,36,F,soltero,Familiar,1,Costa,Periurbano,2937,12,Semanal,Transporte,4208,62,1599.04,33,531,2163.04,480,68,82,630,656,878,70.87,1
SOL-000243,18,F,soltero,Alquilada,1,Sierra,Urbano,1526,49,Semanal,Produccion,5926,70,1777.8,116,848,2741.8,520,123,285,928,1710,910,66.15,1
SOL-000244,35,M,casado,Alquilada,5,Costa,Urbano,896,12,Quincenal,Transporte,4027,67,1328.91,549,342,2219.91,1250,53,160,1463,5760,469,34.1,0
SOL-000245,43,F,soltero,Propia,1,Selva,Periurbano,844,6,Quincenal,Transporte,3245,73,876.15,538,541,1955.15,430,66,9,505,108,914,74.17,1
SOL-000246,59,M,divorciado,Alquilada,6,Sierra,Urbano,3135,33,Diario,Transporte,8708,70,2612.4,2295,1046,5953.4,1350,125,215,1690,1290,771,71.61,1
SOL-000247,50,F,casado,Alquilada,4,Costa,Periurbano,12122,4,Quincenal,Comercio,9332,10,8398.8,58,1315,9771.8,960,319,496,1775,2976,837,81.84,1
SOL-000248,27,F,conviviente,Alquilada,6,Costa,Periurbano,3901,21,Semanal,Produccion,2574,25,1930.5,87,212,2229.5,1300,161,73,1534,1168,891,31.2,1
SOL-000249,68,F,conviviente,Familiar,3,Costa,Rural,636,27,Semanal,Transporte,1921,65,672.35,178,112,962.35,700,61,0,761,0,731,20.92,0
SOL-000250,56,M,viudo,Familiar,6,Costa,Periurbano,5102,111,Diario,Produccion,6107,62,2320.66,1667,955,4942.66,1300,62,59,1421,236,901,71.25,1
SOL-000251,40,F,divorciado,Propia,6,Selva,Rural,1567,102,Diario,Transporte,4798,73,1295.46,131,542,1968.46,970,57,91,1118,910,786,43.2,1
SOL-000252,56,M,soltero,Propia,1,Selva,Rural,598,8,Quincenal,Produccion,3746,70,1123.8,163,10,1296.8,350,76,222,648,1998,800,50.03,0
SOL-000253,24,M,casado,Familiar,2,Costa,Rural,4159,10,Mensual,Transporte,6583,74,1711.58,763,262,2736.58,560,116,125,801,1125,977,70.73,1
SOL-000254,38,M,soltero,Alquilada,1,Costa,Urbano,300,101,Diario,Transporte,1858,61,724.62,310,58,1092.62,550,62,46,658,552,837,39.78,1
SOL-000255,64,M,conviviente,Familiar,3,Selva,Periurbano,555,94,Diario,Transporte,3052,75,763,17,520,1300,740,67,29,836,609,696,35.69,1
SOL-000256,31,F,viudo,Alquilada,6,Sierra,Urbano,2693,8,Semanal,Comercio,8786,40,5271.6,369,1653,7293.6,1350,477,399,2226,3591,934,69.48,1
SOL-000257,57,M,viudo,Alquilada,6,Selva,Urbano,627,12,Mensual,Servicios,6113,73,1650.51,1491,77,3218.51,1330,69,50,1449,100,953,54.98,1
SOL-000258,46,M,conviviente,Propia,3,Selva,Periurbano,5405,32,Semanal,Servicios,5234,53,2459.98,875,541,3875.98,740,59,478,1277,12906,425,67.05,0
SOL-000259,66,F,viudo,Familiar,4,Selva,Rural,6329,9,Mensual,Produccion,7806,57,3356.58,1195,261,4812.58,710,160,155,1025,1395,801,78.7,1
SOL-000260,34,M,viudo,Propia,4,Sierra,Rural,401,17,Quincenal,Produccion,4029,56,1772.76,145,750,2667.76,750,71,293,1114,879,889,58.24,1
SOL-000261,59,F,viudo,Familiar,1,Selva,Rural,1579,46,Semanal,Produccion,2993,73,808.11,457,324,1589.11,350,54,59,463,649,762,70.86,1
SOL-000262,23,F,viudo,Propia,5,Costa,Urbano,1483,9,Mensual,Produccion,6603,70,1980.9,1873,1047,4900.9,1250,141,328,1719,1968,753,64.92,1
SOL-000263,57,F,divorciado,Alquilada,2,Selva,Urbano,2620,10,Semanal,Servicios,6358,52,3051.84,390,43,3484.84,640,303,253,1196,253,872,65.68,1
SOL-000264,50,M,soltero,Familiar,1,Selva,Rural,958,3,Mensual,Produccion,2843,73,767.61,762,550,2079.61,350,64,138,552,966,788,73.46,1
SOL-000265,19,M,soltero,Propia,1,Costa,Periurbano,2576,12,Quincenal,Comercio,5043,71,1462.47,1481,959,3902.47,480,65,123,668,1968,816,82.88,1
SOL-000266,48,F,conviviente,Alquilada,3,Sierra,Rural,6552,20,Quincenal,Transporte,9524,60,3809.6,1871,715,6395.6,630,339,555,1524,2220,980,76.17,1
SOL-000267,62,F,divorciado,Propia,4,Selva,Periurbano,3488,31,Semanal,Produccion,9394,71,2724.26,2629,471,5824.26,920,217,379,1516,2274,736,73.97,1
SOL-000268,32,F,viudo,Familiar,5,Costa,Urbano,2722,9,Quincenal,Comercio,3058,67,1009.14,794,595,2398.14,1250,69,120,1439,1320,867,40,1
SOL-000269,48,M,viudo,Familiar,1,Costa,Periurbano,845,106,Diario,Comercio,3630,61,1415.7,733,603,2751.7,480,73,101,654,1818,908,76.23,1
SOL-000270,38,M,conviviente,Propia,6,Sierra,Rural,3185,16,Semanal,Comercio,3422,41,2018.98,167,586,2771.98,1020,63,355,1438,1420,877,48.12,1
SOL-000271,26,M,soltero,Alquilada,1,Costa,Urbano,14328,15,Semanal,Servicios,7789,22,6075.42,1354,1157,8586.42,550,338,257,1145,1542,967,86.66,1
SOL-000272,65,F,viudo,Propia,5,Selva,Rural,2219,12,Quincenal,Comercio,1950,30,1365,520,210,2095,840,108,14,962,336,753,54.08,1
SOL-000273,40,M,casado,Alquilada,6,Costa,Periurbano,3246,95,Diario,Transporte,4259,73,1149.93,296,668,2113.93,1300,103,141,1544,282,831,26.96,1
SOL-000274,52,M,casado,Familiar,3,Costa,Rural,3174,7,Mensual,Transporte,8643,72,2420.04,806,275,3501.04,700,125,441,1266,3528,709,63.84,0
SOL-000275,53,F,divorciado,Alquilada,2,Costa,Rural,499,37,Semanal,Comercio,8133,40,4879.8,1291,1368,7538.8,560,454,791,1805,28476,489,76.06,0
SOL-000276,66,M,soltero,Alquilada,1,Costa,Periurbano,1052,119,Diario,Comercio,3143,55,1414.35,411,453,2278.35,480,67,33,580,1089,799,74.54,1
SOL-000277,55,M,viudo,Alquilada,4,Sierra,Urbano,2309,16,Semanal,Produccion,3341,71,968.89,93,185,1246.89,1000,53,174,1227,1566,733,1.6,0
SOL-000278,29,F,casado,Alquilada,3,Selva,Rural,15325,3,Mensual,Transporte,9324,35,6060.6,2471,143,8674.6,590,116,1010,1716,36360,387,80.22,0
SOL-000279,19,M,soltero,Familiar,1,Sierra,Rural,3894,17,Quincenal,Transporte,6124,56,2694.56,696,202,3592.56,390,119,163,672,3912,730,81.29,0
SOL-000280,22,F,casado,Propia,4,Sierra,Rural,410,6,Mensual,Comercio,7978,66,2712.52,1776,204,4692.52,750,136,398,1284,14328,306,72.64,0
SOL-000281,56,M,viudo,Familiar,4,Selva,Periurbano,6359,11,Mensual,Transporte,5876,60,2350.4,170,87,2607.4,920,222,108,1250,324,808,52.06,1
SOL-000282,18,F,soltero,Familiar,1,Costa,Urbano,1037,10,Mensual,Produccion,5714,70,1714.2,581,1106,3401.2,550,93,93,736,1116,670,78.36,1
SOL-000283,35,M,divorciado,Familiar,1,Selva,Rural,2897,6,Semanal,Transporte,1727,42,1001.66,502,199,1702.66,350,99,197,646,2758,583,62.06,0
SOL-000284,40,F,divorciado,Alquilada,5,Selva,Rural,2414,7,Mensual,Comercio,4786,77,1100.78,701,535,2336.78,840,62,87,989,1044,709,57.68,1
SOL-000285,68,M,soltero,Alquilada,1,Selva,Urbano,7400,52,Semanal,Servicios,8327,63,3080.99,2333,260,5673.99,490,152,584,1226,10512,549,78.39,0
SOL-000286,33,M,soltero,Familiar,1,Selva,Urbano,5331,44,Diario,Transporte,7406,71,2147.74,63,766,2976.74,490,125,216,831,2592,751,72.08,0
SOL-000287,66,M,conviviente,Familiar,6,Costa,Rural,6979,15,Quincenal,Transporte,6395,40,3837,1237,1109,6183,1150,268,81,1499,972,889,75.76,1
SOL-000288,39,F,conviviente,Familiar,3,Costa,Urbano,6531,104,Diario,Comercio,7299,53,3430.53,1855,657,5942.53,890,123,286,1299,8580,575,78.14,0
SOL-000289,67,F,viudo,Familiar,6,Selva,Periurbano,669,5,Quincenal,Transporte,5723,61,2231.97,328,966,3525.97,1240,94,397,1731,5955,575,50.91,0
SOL-000290,49,M,soltero,Propia,1,Selva,Periurbano,5140,5,Quincenal,Servicios,6948,58,2918.16,753,261,3932.16,430,105,118,653,4248,993,83.39,0
SOL-000291,44,F,conviviente,Alquilada,5,Sierra,Urbano,1242,85,Diario,Comercio,7435,70,2230.5,82,72,2384.5,1180,140,281,1601,1686,907,32.86,1
SOL-000292,69,F,viudo,Familiar,2,Sierra,Urbano,6606,111,Diario,Comercio,8928,66,3035.52,1712,873,5620.52,670,136,525,1331,7875,554,76.32,0
SOL-000293,59,M,conviviente,Propia,6,Costa,Periurbano,356,21,Quincenal,Produccion,1633,74,424.58,262,267,953.58,1300,48,24,1372,792,677,-43.88,0
SOL-000294,61,F,conviviente,Propia,3,Sierra,Urbano,4055,39,Semanal,Servicios,6870,53,3228.9,140,144,3512.9,830,283,312,1425,3120,706,59.44,0
SOL-000295,35,F,divorciado,Propia,6,Costa,Urbano,1680,3,Mensual,Produccion,9660,52,4636.8,1137,374,6147.8,1440,188,495,2123,2970,755,65.47,1
SOL-000296,23,F,viudo,Familiar,6,Sierra,Periurbano,1416,89,Diario,Servicios,6921,35,4498.65,1383,681,6562.65,1210,79,450,1739,1800,912,73.5,1
SOL-000297,58,M,viudo,Alquilada,4,Selva,Urbano,3570,5,Semanal,Transporte,4765,18,3907.3,188,521,4616.3,990,278,79,1347,395,896,70.82,1
SOL-000298,66,M,viudo,Alquilada,1,Costa,Urbano,352,90,Diario,Transporte,8229,62,3127.02,2401,255,5783.02,550,145,38,733,38,847,87.32,1
SOL-000299,32,F,soltero,Alquilada,1,Sierra,Periurbano,4868,77,Diario,Comercio,9021,75,2255.25,1719,448,4422.25,450,198,424,1072,13992,232,75.76,0
SOL-000300,19,F,soltero,Propia,1,Sierra,Urbano,1508,5,Mensual,Comercio,4728,60,1891.2,745,454,3090.2,520,139,87,746,1044,675,75.86,1
SOL-000301,35,M,divorciado,Propia,3,Sierra,Urbano,1684,73,Diario,Servicios,1409,58,591.78,335,118,1044.78,830,57,24,911,576,977,12.8,0
SOL-000302,53,M,viudo,Familiar,3,Selva,Urbano,1223,8,Quincenal,Servicios,6137,49,3129.87,1192,643,4964.87,800,268,254,1322,2286,985,73.37,1
SOL-000303,65,F,conviviente,Familiar,4,Costa,Rural,2226,18,Quincenal,Servicios,4008,70,1202.4,867,72,2141.4,840,50,174,1064,1218,808,50.31,1
SOL-000304,68,F,conviviente,Familiar,1,Selva,Periurbano,2614,77,Diario,Transporte,9234,82,1662.12,103,70,1835.12,430,100,13,543,351,752,70.41,1
SOL-000305,52,F,conviviente,Alquilada,6,Sierra,Periurbano,2074,91,Diario,Produccion,5921,76,1421.04,1536,405,3362.04,1210,98,61,1369,732,762,59.28,1
SOL-000306,31,M,soltero,Familiar,1,Costa,Urbano,1806,33,Semanal,Comercio,2706,72,757.68,52,158,967.68,550,71,42,663,924,984,31.49,0
SOL-000307,37,F,casado,Alquilada,1,Selva,Periurbano,2489,39,Semanal,Servicios,9651,68,3088.32,496,280,3864.32,430,148,271,849,3252,729,78.03,0
SOL-000308,42,M,viudo,Propia,1,Selva,Urbano,5617,3,Mensual,Produccion,7012,63,2594.44,430,1254,4278.44,490,219,462,1171,7392,584,72.63,0
SOL-000309,18,M,soltero,Alquilada,1,Sierra,Urbano,5891,3,Mensual,Comercio,8813,73,2379.51,1311,529,4219.51,520,182,199,901,398,664,78.65,1
SOL-000310,26,M,conviviente,Propia,2,Costa,Periurbano,3476,13,Semanal,Produccion,6117,67,2018.61,1105,98,3221.61,630,191,118,939,1888,943,70.85,1
SOL-000311,62,F,viudo,Familiar,6,Costa,Periurbano,8140,11,Mensual,Produccion,6165,54,2835.9,368,652,3855.9,1300,270,534,2104,1068,865,45.43,1
SOL-000312,66,M,conviviente,Familiar,6,Costa,Periurbano,1400,4,Mensual,Servicios,5570,18,4567.4,352,1022,5941.4,1300,348,198,1846,594,723,68.93,1
SOL-000313,58,M,viudo,Familiar,1,Sierra,Urbano,6971,4,Mensual,Transporte,9416,72,2636.48,1200,1307,5143.48,520,115,30,665,120,804,87.07,1
SOL-000314,20,F,soltero,Alquilada,1,Costa,Periurbano,401,8,Semanal,Servicios,5771,73,1558.17,1070,610,3238.17,480,77,285,842,3420,640,74,0
SOL-000315,70,F,casado,Familiar,1,Selva,Periurbano,2321,6,Mensual,Produccion,4001,73,1080.27,771,308,2159.27,430,88,52,570,1248,888,73.6,1
SOL-000316,59,M,casado,Familiar,4,Selva,Periurbano,3666,55,Diario,Servicios,6105,30,4273.5,6,1116,5395.5,920,251,676,1847,8112,687,65.77,0
SOL-000317,49,M,casado,Alquilada,3,Sierra,Urbano,1133,11,Mensual,Produccion,2840,65,994,643,366,2003,830,71,147,1048,1029,968,47.68,1
SOL-000318,37,M,viudo,Familiar,6,Sierra,Urbano,1883,5,Quincenal,Produccion,9278,49,4731.78,2400,495,7626.78,1350,181,519,2050,519,725,73.12,1
SOL-000319,42,M,divorciado,Familiar,4,Selva,Rural,1910,17,Semanal,Servicios,3484,71,1010.36,555,584,2149.36,710,96,34,840,102,704,60.92,1
SOL-000320,55,F,viudo,Alquilada,3,Selva,Urbano,1479,98,Diario,Comercio,2785,53,1308.95,253,168,1729.95,800,65,133,998,1330,719,42.31,0
