ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,sector_economico,ingreso_mensual_bruto,costo_inversion,ingreso_mensual_neto,ingreso_adicional,ingreso_terceros,ingreso_total,gasto_basico,gastos_operativos,gastos_financieros,gasto_total,puntaje_experian,aprobado
SOL-000176,18,M,soltero,Alquilada,1,Sierra,Periurbano,738,9,Quincenal,Servicios,3945,70,1183.5,163,164,1510.5,450,99,177,726,732,1
SOL-000177,34,M,conviviente,Alquilada,2,Selva,Periurbano,2842,21,Quincenal,Comercio,3111,18,2551.02,686,21,3258.02,580,206,357,1143,681,1
SOL-000178,29,F,conviviente,Propia,5,Sierra,Urbano,1197,72,Diario,Transporte,5907,72,1653.96,702,23,2378.96,1180,82,257,1519,986,0
SOL-000179,25,M,viudo,Familiar,1,Selva,Rural,5475,11,Mensual,Produccion,4752,59,1948.32,891,901,3740.32,350,136,379,865,879,1
SOL-000180,33,M,conviviente,Alquilada,3,Sierra,Urbano,3401,9,Mensual,Produccion,4466,40,2679.6,749,511,3939.6,830,253,114,1197,728,1
SOL-000181,55,F,conviviente,Propia,1,Sierra,Rural,2510,49,Semanal,Transporte,1517,25,1137.75,34,302,1473.75,390,109,203,702,727,1
SOL-000182,63,M,casado,Alquilada,2,Costa,Rural,811,12,Mensual,Produccion,1982,63,733.34,166,169,1068.34,560,71,64,695,789,1
SOL-000183,18,F,soltero,Propia,1,Costa,Periurbano,1886,48,Semanal,Servicios,5759,75,1439.75,1454,950,3843.75,480,90,105,675,923,1
SOL-000184,50,F,viudo,Propia,2,Sierra,Rural,9632,16,Semanal,Produccion,6484,40,3890.4,553,463,4906.4,520,266,110,896,862,0
SOL-000185,34,F,conviviente,Familiar,5,Sierra,Urbano,1931,106,Diario,Servicios,7595,60,3038,1193,432,4663,1180,152,200,1532,737,1
SOL-000186,28,M,viudo,Familiar,3,Costa,Rural,1280,26,Semanal,Produccion,1250,38,775,303,30,1108,700,60,2,762,962,0
SOL-000187,41,M,conviviente,Familiar,6,Costa,Periurbano,626,44,Diario,Servicios,5690,70,1707,1394,57,3158,1300,55,70,1425,736,1
SOL-000188,23,M,viudo,Propia,1,Costa,Periurbano,920,43,Semanal,Comercio,1034,68,330.88,169,150,649.88,480,48,65,593,966,0
SOL-000189,38,M,viudo,Alquilada,2,Sierra,Urbano,5155,22,Semanal,Produccion,3872,18,3175.04,504,148,3827.04,670,218,314,1202,886,1
SOL-000190,38,F,conviviente,Propia,1,Costa,Periurbano,5818,7,Semanal,Comercio,5275,63,1951.75,1329,375,3655.75,480,175,117,772,963,0
SOL-000191,21,M,soltero,Familiar,1,Costa,Urbano,1340,50,Semanal,Comercio,7821,35,5083.65,402,1107,6592.65,550,170,508,1228,879,1
SOL-000192,68,M,viudo,Propia,2,Costa,Periurbano,1021,40,Diario,Comercio,2479,55,1115.55,670,307,2092.55,630,82,0,712,908,1
SOL-000193,64,M,conviviente,Propia,6,Selva,Periurbano,1091,4,Quincenal,Transporte,3702,30,2591.4,369,226,3186.4,1240,220,215,1675,841,1
SOL-000194,18,F,soltero,Propia,1,Costa,Periurbano,8142,9,Mensual,Comercio,7876,40,4725.6,1238,340,6303.6,480,416,724,1620,827,1
SOL-000195,65,F,viudo,Alquilada,5,Costa,Urbano,4451,113,Diario,Comercio,5436,49,2772.36,114,820,3706.36,1250,175,300,1725,867,0
SOL-000196,45,F,casado,Familiar,1,Costa,Rural,2007,58,Diario,Produccion,4609,75,1152.25,612,74,1838.25,430,71,192,693,954,0
SOL-000197,39,M,viudo,Familiar,5,Sierra,Rural,5013,9,Mensual,Transporte,4665,64,1679.4,1257,502,3438.4,890,131,266,1287,787,1
SOL-000198,44,F,conviviente,Propia,6,Sierra,Urbano,3966,16,Quincenal,Transporte,5210,72,1458.8,1164,368,2990.8,1350,117,286,1753,722,0
SOL-000199,31,F,viudo,Familiar,4,Costa,Periurbano,2046,33,Diario,Transporte,7994,73,2158.38,1626,446,4230.38,960,63,220,1243,680,0
SOL-000200,36,F,viudo,Familiar,6,Costa,Urbano,3522,9,Quincenal,Servicios,7133,54,3281.18,1123,1233,5637.18,1440,231,467,2138,835,1
SOL-000201,53,F,viudo,Propia,1,Selva,Periurbano,8641,9,Mensual,Servicios,9856,67,3252.48,1935,1023,6210.48,430,279,336,1045,956,1
SOL-000202,58,F,soltero,Alquilada,1,Selva,Periurbano,1215,19,Semanal,Produccion,1830,42,1061.4,431,235,1727.4,430,87,205,722,937,1
SOL-000203,57,M,conviviente,Propia,6,Sierra,Rural,5268,30,Diario,Comercio,8445,42,4898.1,219,1161,6278.1,1020,312,717,2049,821,0
SOL-000204,30,M,casado,Familiar,3,Sierra,Urbano,545,2,Quincenal,Comercio,2451,63,906.87,43,335,1284.87,830,60,147,1037,798,0
SOL-000205,67,F,viudo,Familiar,3,Selva,Urbano,953,32,Semanal,Produccion,2524,58,1060.08,753,282,2095.08,800,93,193,1086,658,1
SOL-000206,38,M,divorciado,Propia,2,Selva,Urbano,4890,61,Diario,Servicios,5790,63,2142.3,1282,312,3736.3,640,150,113,903,652,0
SOL-000207,65,M,viudo,Propia,6,Sierra,Rural,3875,22,Quincenal,Servicios,4847,68,1551.04,1314,30,2895.04,1020,101,303,1424,915,1
SOL-000208,52,F,casado,Alquilada,4,Costa,Rural,630,9,Mensual,Produccion,2432,32,1653.76,348,252,2253.76,840,155,250,1245,709,1
SOL-000209,49,F,casado,Propia,5,Costa,Periurbano,885,12,Semanal,Transporte,2618,68,837.76,294,456,1587.76,1130,58,21,1209,968,0
SOL-000210,31,M,soltero,Familiar,1,Sierra,Urbano,3175,6,Mensual,Servicios,7460,75,1865,1729,565,4159,520,143,301,964,657,1
SOL-000211,33,M,casado,Propia,4,Costa,Rural,2259,7,Semanal,Comercio,6041,65,2114.35,1139,1085,4338.35,840,130,174,1144,678,1
SOL-000212,52,F,viudo,Propia,4,Sierra,Periurbano,910,9,Mensual,Comercio,2539,74,660.14,63,271,994.14,890,57,58,1005,685,0
SOL-000213,49,F,viudo,Familiar,3,Selva,Periurbano,2760,12,Mensual,Produccion,6338,58,2661.96,1191,144,3996.96,740,265,10,1015,833,1
SOL-000214,33,M,conviviente,Familiar,2,Sierra,Urbano,4080,16,Quincenal,Comercio,8071,59,3309.11,2369,1420,7098.11,670,182,589,1441,992,1
SOL-000215,46,M,divorciado,Propia,1,Costa,Periurbano,10516,103,Diario,Servicios,7960,52,3820.8,589,1080,5489.8,480,349,489,1318,675,0
SOL-000216,69,F,viudo,Familiar,5,Sierra,Urbano,5893,119,Diario,Comercio,3641,41,2148.19,779,527,3454.19,1180,131,344,1655,806,0
SOL-000217,58,F,soltero,Alquilada,1,Sierra,Periurbano,2374,8,Mensual,Comercio,2635,35,1712.75,148,359,2219.75,450,97,265,812,687,1
SOL-000218,24,F,conviviente,Alquilada,1,Costa,Urbano,528,6,Mensual,Produccion,6475,68,2072,1825,888,4785,550,188,267,1005,694,1
SOL-000219,38,M,casado,Propia,1,Sierra,Rural,4966,13,Quincenal,Servicios,8362,72,2341.36,9,1350,3700.36,390,83,454,927,722,1
SOL-000220,56,M,viudo,Alquilada,5,Selva,Rural,3053,2,Quincenal,Servicios,8947,73,2415.69,336,756,3507.69,840,77,243,1160,710,0
SOL-000221,35,F,casado,Familiar,6,Sierra,Urbano,3322,6,Mensual,Comercio,2571,35,1671.15,547,284,2502.15,1350,60,219,1629,790,0
SOL-000222,37,F,conviviente,Propia,6,Costa,Rural,983,6,Quincenal,Transporte,6040,65,2114,329,1128,3571,1150,115,13,1278,808,1
SOL-000223,70,F,conviviente,Alquilada,6,Costa,Rural,3205,49,Diario,Produccion,1955,30,1368.5,104,222,1694.5,1150,74,239,1463,770,0
SOL-000224,41,F,casado,Alquilada,6,Selva,Periurbano,966,8,Quincenal,Produccion,8752,40,5251.2,2163,550,7964.2,1240,167,208,1615,736,1
SOL-000225,36,M,viudo,Alquilada,2,Costa,Urbano,1870,24,Quincenal,Transporte,4274,18,3504.68,674,257,4435.68,710,100,417,1227,667,1
SOL-000226,63,F,soltero,Alquilada,1,Costa,Periurbano,813,8,Semanal,Produccion,2048,68,655.36,562,51,1268.36,480,56,108,644,791,0
SOL-000227,24,F,soltero,Familiar,1,Selva,Urbano,1784,95,Diario,Comercio,5919,63,2190.03,1034,192,3416.03,490,204,285,979,781,1
SOL-000228,47,F,soltero,Propia,1,Selva,Rural,6173,7,Mensual,Produccion,4607,42,2672.06,1348,549,4569.06,350,217,309,876,700,1
SOL-000229,50,M,casado,Alquilada,1,Costa,Urbano,1052,38,Semanal,Produccion,1823,54,838.58,280,104,1222.58,550,59,36,645,989,1
SOL-000230,32,M,divorciado,Familiar,3,Sierra,Rural,4187,4,Mensual,Servicios,7986,73,2156.22,1529,825,4510.22,630,169,19,818,722,1
SOL-000231,34,F,soltero,Propia,1,Selva,Urbano,13341,22,Quincenal,Produccion,8063,10,7256.7,337,938,8531.7,490,95,463,1048,833,1
SOL-000232,50,M,divorciado,Propia,1,Costa,Urbano,2961,38,Semanal,Comercio,4038,75,1009.5,203,580,1792.5,550,76,154,780,977,1
SOL-000233,33,F,casado,Alquilada,3,Costa,Urbano,681,60,Diario,Servicios,3065,72,858.2,678,527,2063.2,890,79,29,998,828,1
SOL-000234,33,M,viudo,Propia,6,Costa,Periurbano,1787,29,Semanal,Comercio,1949,68,623.68,155,73,851.68,1300,62,32,1394,879,0
SOL-000235,44,M,divorciado,Alquilada,6,Costa,Periurbano,903,12,Mensual,Transporte,5895,70,1768.5,318,365,2451.5,1300,123,247,1670,886,1
SOL-000236,61,F,divorciado,Propia,1,Costa,Periurbano,7162,11,Mensual,Transporte,4601,43,2622.57,910,371,3903.57,480,60,206,746,819,1
SOL-000237,33,M,casado,Familiar,2,Costa,Rural,6921,24,Quincenal,Transporte,5400,50,2700,699,492,3891,560,90,313,963,930,1
SOL-000238,28,M,conviviente,Propia,2,Sierra,Rural,4448,12,Mensual,Servicios,3429,56,1508.76,746,406,2660.76,520,140,102,762,703,1
SOL-000239,59,M,viudo,Familiar,1,Costa,Rural,4844,15,Quincenal,Servicios,2512,22,1959.36,476,278,2713.36,430,152,268,850,790,1
SOL-000240,52,M,conviviente,Propia,4,Selva,Urbano,3715,17,Semanal,Transporte,3234,10,2910.6,408,221,3539.6,990,74,340,1404,660,1
SOL-000241,38,M,divorciado,Alquilada,2,Selva,Urbano,756,46,Semanal,Servicios,1054,70,316.2,256,85,657.2,640,39,33,712,868,0
SOL-000242,30,F,conviviente,Familiar,6,Sierra,Urbano,1594,20,Quincenal,Transporte,5763,67,1901.79,548,527,2976.79,1350,165,221,1736,765,1
SOL-000243,44,F,soltero,Alquilada,1,Sierra,Urbano,5101,8,Quincenal,Servicios,6101,67,2013.33,656,1185,3854.33,520,67,299,886,720,0
SOL-000244,21,F,soltero,Familiar,1,Selva,Rural,609,9,Quincenal,Comercio,3308,60,1323.2,704,506,2533.2,350,96,25,471,937,1
SOL-000245,70,M,divorciado,Alquilada,5,Costa,Periurbano,2053,21,Quincenal,Servicios,2123,63,785.51,384,357,1526.51,1130,56,82,1268,854,0
SOL-000246,39,M,divorciado,Propia,4,Costa,Periurbano,1130,65,Diario,Transporte,4552,70,1365.6,148,296,1809.6,960,70,89,1119,958,0
SOL-000247,47,M,viudo,Propia,4,Costa,Urbano,5213,3,Quincenal,Produccion,7656,74,1990.56,1406,228,3624.56,1070,148,371,1589,909,0
SOL-000248,70,F,casado,Propia,3,Selva,Urbano,3223,31,Diario,Servicios,7010,47,3715.3,1308,554,5577.3,800,235,566,1601,880,0
SOL-000249,58,M,viudo,Alquilada,3,Sierra,Rural,17254,3,Quincenal,Comercio,9335,34,6161.1,1073,1541,8775.1,630,151,944,1725,866,0
SOL-000250,26,M,divorciado,Propia,1,Sierra,Urbano,1234,12,Mensual,Comercio,9086,73,2453.22,153,1342,3948.22,520,107,238,865,958,1
SOL-000251,43,F,divorciado,Alquilada,3,Costa,Rural,3783,98,Diario,Servicios,2813,15,2391.05,326,272,2989.05,700,107,478,1285,795,0
SOL-000252,37,F,soltero,Propia,1,Costa,Urbano,2907,10,Semanal,Transporte,3454,50,1727,381,647,2755,550,65,0,615,935,0
SOL-000253,20,M,soltero,Propia,1,Sierra,Rural,2322,7,Mensual,Comercio,4540,76,1089.6,803,179,2071.6,390,56,64,510,745,1
SOL-000254,28,M,conviviente,Propia,2,Selva,Rural,4595,97,Diario,Produccion,4543,63,1680.91,990,80,2750.91,470,163,163,796,957,0
SOL-000255,27,F,viudo,Alquilada,6,Selva,Periurbano,2450,22,Semanal,Servicios,6618,63,2448.66,74,581,3103.66,1240,77,447,1764,882,1
SOL-000256,64,M,soltero,Familiar,1,Costa,Urbano,10236,43,Semanal,Transporte,6968,50,3484,1365,961,5810,550,180,482,1212,823,1
SOL-000257,49,M,viudo,Familiar,1,Costa,Periurbano,430,116,Diario,Comercio,6813,66,2316.42,806,651,3773.42,480,206,295,981,771,1
SOL-000258,68,M,casado,Propia,2,Costa,Periurbano,1051,8,Mensual,Servicios,4256,63,1574.72,461,423,2458.72,630,126,223,979,808,1
SOL-000259,24,F,casado,Familiar,5,Selva,Periurbano,7700,5,Quincenal,Comercio,8194,68,2622.08,1051,1421,5094.08,1080,146,84,1310,978,0
SOL-000260,23,F,divorciado,Familiar,6,Selva,Urbano,3290,70,Diario,Servicios,4560,56,2006.4,1211,349,3566.4,1330,102,343,1775,929,0
SOL-000261,21,M,soltero,Propia,1,Sierra,Rural,2051,21,Quincenal,Transporte,4394,35,2856.1,1015,84,3955.1,390,200,233,823,967,1
SOL-000262,59,M,casado,Familiar,4,Sierra,Rural,7251,32,Diario,Produccion,7282,62,2767.16,132,1044,3943.16,750,89,322,1161,967,0
SOL-000263,42,M,soltero,Alquilada,1,Sierra,Rural,9244,12,Mensual,Comercio,9761,63,3611.57,496,1849,5956.57,390,68,471,929,930,1
SOL-000264,60,F,conviviente,Alquilada,2,Selva,Rural,2235,4,Quincenal,Transporte,1871,53,879.37,487,334,1700.37,470,57,98,625,700,0
SOL-000265,47,M,conviviente,Familiar,1,Costa,Periurbano,4735,21,Quincenal,Produccion,5248,30,3673.6,408,595,4676.6,480,286,358,1124,826,1
SOL-000266,44,F,conviviente,Alquilada,5,Sierra,Urbano,3059,120,Diario,Transporte,8700,65,3045,1295,833,5173,1180,89,266,1535,835,1
SOL-000267,29,F,soltero,Familiar,1,Sierra,Urbano,1025,71,Diario,Servicios,5132,71,1488.28,1099,414,3001.28,520,118,256,894,928,1
SOL-000268,63,F,conviviente,Propia,3,Sierra,Rural,5909,2,Quincenal,Servicios,9917,74,2578.42,1986,1556,6120.42,630,97,418,1145,739,0
SOL-000269,63,F,soltero,Alquilada,1,Selva,Periurbano,9053,15,Quincenal,Servicios,8971,60,3588.4,427,486,4501.4,430,328,707,1465,979,0
SOL-000270,32,M,conviviente,Propia,3,Selva,Periurbano,3361,7,Mensual,Produccion,7942,79,1667.82,1797,1467,4931.82,740,66,246,1052,982,1
SOL-000271,61,M,conviviente,Alquilada,5,Selva,Urbano,973,7,Semanal,Comercio,1762,70,528.6,422,290,1240.6,1160,50,67,1277,772,0
SOL-000272,33,M,divorciado,Propia,1,Costa,Periurbano,1034,9,Mensual,Servicios,7445,18,6104.9,397,807,7308.9,480,418,401,1299,992,1
SOL-000273,33,F,soltero,Familiar,1,Costa,Periurbano,564,8,Mensual,Transporte,7165,72,2006.2,1619,1087,4712.2,480,132,157,769,834,1
SOL-000274,59,F,divorciado,Propia,1,Selva,Periurbano,805,52,Semanal,Comercio,1639,73,442.53,230,35,707.53,430,49,70,549,719,0
SOL-000275,32,F,casado,Familiar,5,Selva,Rural,551,21,Quincenal,Comercio,4382,70,1314.6,632,298,2244.6,840,114,145,1099,952,1
SOL-000276,59,F,conviviente,Alquilada,4,Costa,Rural,412,4,Mensual,Comercio,3624,72,1014.72,610,174,1798.72,840,73,70,983,895,1
SOL-000277,37,F,casado,Familiar,5,Selva,Periurbano,8225,12,Quincenal,Produccion,9425,64,3393,1933,1531,6857,1080,160,559,1799,734,1
SOL-000278,45,M,conviviente,Propia,1,Sierra,Rural,1215,4,Quincenal,Transporte,8612,68,2755.84,1332,1191,5278.84,390,106,504,1000,869,1
SOL-000279,58,F,conviviente,Alquilada,1,Sierra,Rural,5659,3,Quincenal,Produccion,4211,55,1894.95,882,573,3349.95,390,117,161,668,887,0
SOL-000280,25,F,viudo,Familiar,2,Sierra,Periurbano,4191,17,Semanal,Transporte,9176,56,4037.44,1896,311,6244.44,590,301,338,1229,676,1
SOL-000281,66,M,conviviente,Propia,5,Selva,Periurbano,11639,68,Diario,Comercio,8887,50,4443.5,2121,412,6976.5,1080,150,117,1347,729,0
SOL-000282,62,F,casado,Alquilada,3,Selva,Periurbano,1696,5,Quincenal,Comercio,1490,25,1117.5,433,288,1838.5,740,98,73,911,794,0
SOL-000283,41,F,soltero,Alquilada,1,Sierra,Rural,684,7,Quincenal,Transporte,2502,56,1100.88,19,47,1166.88,390,92,178,660,899,1
SOL-000284,57,M,casado,Familiar,2,Costa,Urbano,2825,20,Semanal,Comercio,8273,73,2233.71,993,481,3707.71,710,120,22,852,883,1
SOL-000285,21,M,soltero,Propia,1,Selva,Periurbano,501,37,Semanal,Produccion,2803,58,1177.26,66,421,1664.26,430,88,82,600,799,1
SOL-000286,32,F,conviviente,Propia,5,Costa,Periurbano,326,7,Mensual,Produccion,3757,15,3193.45,636,698,4527.45,1130,249,576,1955,690,1
SOL-000287,19,F,soltero,Alquilada,1,Selva,Periurbano,306,13,Semanal,Servicios,2286,66,777.24,17,353,1147.24,430,53,128,611,731,1
SOL-000288,32,F,soltero,Propia,1,Costa,Rural,832,4,Quincenal,Comercio,4225,57,1816.75,330,655,2801.75,430,89,100,619,696,1
SOL-000289,65,M,divorciado,Propia,4,Sierra,Rural,8732,58,Diario,Comercio,7986,53,3753.42,1778,1575,7106.42,750,134,603,1487,937,0
SOL-000290,28,M,conviviente,Propia,5,Sierra,Periurbano,12487,11,Quincenal,Comercio,9878,56,4346.32,549,1627,6522.32,1050,157,749,1956,995,0
SOL-000291,51,M,soltero,Familiar,1,Selva,Rural,2021,6,Mensual,Servicios,5152,68,1648.64,885,96,2629.64,350,115,288,753,896,1
SOL-000292,25,M,viudo,Propia,5,Sierra,Urbano,1841,27,Semanal,Transporte,2401,56,1056.44,718,44,1818.44,1180,70,98,1348,875,0
SOL-000293,48,M,soltero,Familiar,1,Selva,Urbano,722,113,Diario,Servicios,2668,77,613.64,107,342,1062.64,490,57,101,648,702,0
SOL-000294,52,M,conviviente,Propia,5,Sierra,Rural,9517,11,Semanal,Produccion,6524,15,5545.4,70,532,6147.4,890,214,371,1475,945,0
SOL-000295,45,M,casado,Propia,5,Sierra,Periurbano,1710,48,Semanal,Transporte,3823,61,1490.97,991,91,2572.97,1050,75,222,1347,799,1
SOL-000296,41,F,divorciado,Alquilada,3,Sierra,Periurbano,487,11,Quincenal,Transporte,1498,18,1228.36,17,77,1322.36,740,107,198,1045,971,0
SOL-000297,18,F,soltero,Familiar,1,Selva,Urbano,1011,35,Semanal,Servicios,1780,73,480.6,187,219,886.6,490,49,58,597,842,0
SOL-000298,66,F,soltero,Propia,1,Selva,Periurbano,13728,12,Quincenal,Transporte,9423,30,6596.1,2303,263,9162.1,430,587,781,1798,954,1
SOL-000299,30,M,viudo,Propia,2,Costa,Urbano,14915,9,Quincenal,Transporte,7795,35,5066.75,2161,980,8207.75,710,347,660,1717,866,0
SOL-000300,61,F,casado,Propia,3,Sierra,Periurbano,842,11,Mensual,Servicios,5868,73,1584.36,1408,1101,4093.36,740,60,82,882,958,1
SOL-000301,27,F,casado,Alquilada,6,Selva,Urbano,4078,13,Quincenal,Comercio,9849,58,4136.58,1214,1180,6530.58,1330,367,305,2002,988,1
SOL-000302,37,F,soltero,Alquilada,1,Costa,Urbano,1441,102,Diario,Comercio,5190,55,2335.5,1340,470,4145.5,550,135,197,882,945,1
SOL-000303,22,F,casado,Familiar,1,Selva,Rural,1312,8,Quincenal,Produccion,3165,82,569.7,618,79,1266.7,350,53,59,462,702,1
SOL-000304,26,F,divorciado,Familiar,3,Costa,Urbano,4213,32,Diario,Transporte,4657,63,1723.09,1003,858,3584.09,890,168,163,1221,747,0
SOL-000305,19,F,soltero,Alquilada,1,Costa,Periurbano,309,66,Diario,Produccion,2640,55,1188,528,36,1752,480,56,39,575,752,1
SOL-000306,47,F,divorciado,Propia,2,Sierra,Rural,1243,35,Semanal,Servicios,8819,69,2733.89,618,207,3558.89,520,143,428,1091,937,1
SOL-000307,43,F,divorciado,Familiar,3,Selva,Rural,830,115,Diario,Transporte,3927,73,1060.29,605,642,2307.29,590,99,66,755,738,1
SOL-000308,62,F,divorciado,Familiar,6,Sierra,Urbano,7335,94,Diario,Transporte,8269,53,3886.43,2447,470,6803.43,1350,145,652,2147,745,0
SOL-000309,41,F,casado,Alquilada,3,Costa,Rural,5614,15,Quincenal,Produccion,8286,73,2237.22,1410,1544,5191.22,700,151,280,1131,897,1
SOL-000310,31,F,divorciado,Alquilada,4,Costa,Periurbano,1666,15,Semanal,Transporte,2156,56,948.64,194,404,1546.64,960,55,162,1177,937,0
SOL-000311,44,M,conviviente,Alquilada,2,Sierra,Urbano,1925,25,Semanal,Transporte,8540,61,3330.6,930,1163,5423.6,670,157,107,934,777,1
SOL-000312,36,M,divorciado,Propia,3,Costa,Periurbano,3193,6,Mensual,Transporte,8034,68,2570.88,2084,820,5474.88,790,227,162,1179,905,1
SOL-000313,46,F,viudo,Propia,4,Costa,Rural,475,7,Quincenal,Comercio,1210,69,375.1,166,231,772.1,840,44,49,933,890,0
SOL-000314,45,F,conviviente,Familiar,6,Selva,Rural,13822,20,Quincenal,Servicios,6121,18,5019.22,558,51,5628.22,970,132,701,1803,982,0
SOL-000315,61,F,viudo,Familiar,3,Costa,Urbano,3328,66,Diario,Comercio,5608,60,2243.2,1460,227,3930.2,890,120,245,1255,762,0
SOL-000316,22,F,soltero,Familiar,1,Sierra,Periurbano,4017,16,Quincenal,Transporte,7336,74,1907.36,1508,1324,4739.36,450,158,129,737,913,1
SOL-000317,41,F,casado,Alquilada,2,Sierra,Urbano,2424,81,Diario,Servicios,2873,64,1034.28,381,333,1748.28,670,66,63,799,945,0
SOL-000318,62,M,viudo,Alquilada,2,Selva,Rural,1921,9,Semanal,Servicios,6045,63,2236.65,652,530,3418.65,470,156,235,861,676,1
SOL-000319,33,F,soltero,Familiar,1,Selva,Urbano,5941,4,Mensual,Servicios,7683,68,2458.56,919,402,3779.56,490,135,242,867,688,0
SOL-000320,43,M,soltero,Alquilada,1,Costa,Urbano,8119,8,Quincenal,Servicios,9377,18,7689.14,1053,1559,10301.14,550,688,310,1548,736,1
SOL-000321,25,M,divorciado,Familiar,5,Selva,Urbano,364,8,Mensual,Transporte,8131,60,3252.4,1263,1586,6101.4,1160,218,161,1539,966,1
SOL-000322,48,M,divorciado,Familiar,6,Selva,Urbano,1621,4,Semanal,Comercio,2497,55,1123.65,277,62,1462.65,1330,89,178,1597,878,0
SOL-000323,62,F,divorciado,Alquilada,3,Sierra,Urbano,5536,12,Quincenal,Produccion,6245,56,2747.8,720,703,4170.8,830,270,383,1483,667,1
SOL-000324,54,F,soltero,Alquilada,1,Selva,Periurbano,783,27,Semanal,Comercio,1752,63,648.24,14,323,985.24,430,59,43,532,855,1
SOL-000325,43,M,divorciado,Familiar,3,Selva,Rural,6462,41,Diario,Servicios,9388,55,4224.6,1398,971,6593.6,590,404,168,1162,695,0
SOL-000326,49,F,viudo,Alquilada,4,Costa,Urbano,5649,3,Quincenal,Produccion,5794,63,2143.78,532,206,2881.78,1070,160,411,1641,866,0
SOL-000327,40,F,soltero,Propia,1,Sierra,Urbano,2211,3,Mensual,Servicios,3515,59,1441.15,638,43,2122.15,520,137,284,941,902,0
SOL-000328,58,F,casado,Familiar,4,Selva,Periurbano,1397,65,Diario,Transporte,1517,61,591.63,415,181,1187.63,920,54,20,994,827,0
SOL-000329,67,F,soltero,Familiar,1,Selva,Urbano,3945,9,Quincenal,Produccion,5060,38,3137.2,243,218,3598.2,490,242,137,869,950,1
SOL-000330,56,M,viudo,Alquilada,3,Costa,Rural,4633,58,Diario,Produccion,6480,55,2916,747,957,4620,700,162,412,1274,816,0
SOL-000331,41,F,divorciado,Alquilada,2,Costa,Periurbano,5017,12,Mensual,Transporte,7996,56,3518.24,869,510,4897.24,630,298,283,1211,808,1
SOL-000332,29,F,conviviente,Familiar,1,Selva,Rural,4505,15,Quincenal,Produccion,9763,38,6053.06,2109,1584,9746.06,350,536,1015,1901,896,1
SOL-000333,65,F,soltero,Familiar,1,Sierra,Rural,1333,14,Quincenal,Comercio,1447,57,622.21,348,109,1079.21,390,51,25,466,764,1
SOL-000334,65,F,casado,Alquilada,1,Selva,Urbano,2063,63,Diario,Comercio,7568,77,1740.64,1920,443,4103.64,490,57,262,809,760,1
SOL-000335,67,F,divorciado,Familiar,6,Costa,Rural,3457,21,Quincenal,Produccion,6468,67,2134.44,963,567,3664.44,1150,162,230,1542,782,1
SOL-000336,37,F,viudo,Propia,4,Sierra,Urbano,14935,92,Diario,Comercio,9391,40,5634.6,1884,1226,8744.6,1000,310,445,1755,674,0
SOL-000337,34,F,divorciado,Familiar,6,Costa,Periurbano,2702,7,Mensual,Transporte,4321,68,1382.72,786,356,2524.72,1300,91,105,1496,897,0
SOL-000338,33,F,conviviente,Alquilada,3,Selva,Periurbano,1454,11,Mensual,Produccion,3864,63,1429.68,1142,593,3164.68,740,97,96,933,739,1
SOL-000339,70,M,divorciado,Alquilada,4,Selva,Urbano,505,23,Semanal,Comercio,2307,72,645.96,594,343,1582.96,990,59,114,1163,773,0
SOL-000340,19,M,soltero,Familiar,1,Selva,Urbano,844,20,Semanal,Produccion,9896,49,5046.96,249,851,6146.96,490,496,713,1699,724,1
SOL-000341,55,M,soltero,Alquilada,1,Selva,Urbano,6417,13,Quincenal,Servicios,7922,72,2218.16,159,1004,3381.16,490,93,313,896,857,0
SOL-000342,23,F,viudo,Alquilada,4,Costa,Urbano,3991,9,Quincenal,Produccion,2969,54,1365.74,495,474,2334.74,1070,110,246,1426,752,0
SOL-000343,42,M,divorciado,Alquilada,2,Selva,Rural,3261,43,Semanal,Produccion,5110,64,1839.6,86,399,2324.6,470,167,251,888,750,1
SOL-000344,44,F,conviviente,Familiar,5,Selva,Rural,4151,4,Mensual,Comercio,8696,66,2956.64,801,623,4380.64,840,218,60,1118,819,1
SOL-000345,66,M,soltero,Propia,1,Costa,Periurbano,510,18,Quincenal,Servicios,1277,65,446.95,378,245,1069.95,480,48,42,570,665,1
SOL-000346,48,F,casado,Alquilada,1,Costa,Periurbano,2462,9,Mensual,Comercio,4209,70,1262.7,422,7,1691.7,480,71,170,721,815,1
SOL-000347,42,M,soltero,Familiar,1,Sierra,Periurbano,5763,5,Mensual,Produccion,2718,15,2310.3,809,135,3254.3,450,93,26,569,753,0
