ID,edad,genero,estado_civil,tipo_vivienda,integrantes,zona_geografica,tipo_zona,monto_solicitado,plazo,periodo,ingreso_adicional,ingreso_terceros,sector_economico,costo_inversion,ingreso_mensual_neto,gasto_basico,gastos_operativos,gastos_financieros,deuda_total_financiera,puntaje_experian,aprobado
SOL-000195,57,M,divorciado,Familiar,2,Sierra,Urbano,3339,55,Diario,682,93,Servicios,41,1411.28,670,136,17,272,859,1
SOL-000196,21,M,soltero,Alquilada,1,Selva,Urbano,4954,14,Semanal,2503,417,Transporte,60,3662.8,490,155,259,1813,874,1
SOL-000197,50,F,soltero,Alquilada,1,Sierra,Rural,2757,5,Mensual,1021,1228,Transporte,40,4176,390,99,48,1296,951,1
SOL-000198,23,F,viudo,Alquilada,3,Sierra,Rural,11303,12,Quincenal,2552,1715,Transporte,57,4247.97,630,281,105,1260,866,1
SOL-000199,40,M,divorciado,Alquilada,3,Selva,Urbano,2433,12,Quincenal,1207,614,Comercio,55,2025.45,800,176,391,782,780,1
SOL-000200,66,F,divorciado,Alquilada,3,Costa,Periurbano,10857,18,Semanal,1182,711,Comercio,18,4302.54,790,313,764,2292,738,1
SOL-000201,38,M,casado,Alquilada,4,Costa,Urbano,1550,5,Mensual,968,594,Comercio,73,1120.77,1070,78,75,900,658,1
SOL-000202,68,F,soltero,Propia,1,Costa,Urbano,5382,7,Quincenal,305,775,Transporte,55,2218.5,550,171,420,10080,320,1
SOL-000203,65,F,casado,Propia,1,Sierra,Periurbano,7238,82,Diario,590,146,Transporte,13,3949.8,450,285,609,12180,634,1
SOL-000204,22,F,casado,Alquilada,1,Selva,Periurbano,8238,35,Diario,1018,1033,Servicios,60,2856,430,232,8,120,956,1
SOL-000205,36,F,casado,Propia,1,Sierra,Rural,2865,12,Mensual,190,184,Produccion,68,1165.44,390,55,81,1215,817,1
SOL-000206,64,F,divorciado,Alquilada,4,Costa,Rural,469,86,Diario,912,446,Comercio,65,3207.4,840,281,436,872,688,1
SOL-000207,45,M,divorciado,Familiar,6,Selva,Periurbano,1309,13,Quincenal,1270,592,Produccion,38,3631.96,1240,64,285,285,838,1
SOL-000208,51,M,conviviente,Alquilada,5,Selva,Rural,5520,84,Diario,626,108,Transporte,38,1866.2,840,156,363,3267,819,1
SOL-000209,22,M,divorciado,Propia,3,Selva,Rural,4844,12,Mensual,171,463,Transporte,61,1806.87,590,136,251,2008,813,1
SOL-000210,20,M,soltero,Propia,1,Costa,Rural,3215,115,Diario,547,84,Transporte,51,1725.78,430,157,25,225,658,1
SOL-000211,35,M,conviviente,Alquilada,1,Selva,Urbano,1189,4,Quincenal,358,22,Comercio,78,560.34,490,55,6,36,989,1
SOL-000212,26,F,conviviente,Alquilada,6,Costa,Rural,1410,30,Semanal,733,612,Produccion,52,3300.48,1150,141,468,2808,965,1
SOL-000213,26,M,viudo,Familiar,5,Costa,Periurbano,2995,35,Semanal,50,271,Servicios,65,1407,1130,64,123,861,978,0
SOL-000214,50,F,viudo,Alquilada,3,Selva,Urbano,2515,23,Quincenal,689,1351,Comercio,73,2317.68,800,197,295,7080,619,1
SOL-000215,44,F,divorciado,Propia,1,Costa,Rural,306,17,Quincenal,1066,316,Comercio,72,1339.24,430,116,107,1498,956,1
SOL-000216,54,F,soltero,Familiar,1,Costa,Periurbano,366,8,Mensual,96,123,Comercio,42,899.58,480,65,72,1080,726,1
SOL-000217,25,F,divorciado,Familiar,1,Sierra,Rural,1062,23,Quincenal,1798,1828,Servicios,67,3192.09,390,120,240,1920,895,1
SOL-000218,59,M,casado,Familiar,5,Selva,Periurbano,3123,6,Mensual,1418,687,Servicios,72,1468.04,1080,108,151,755,673,1
SOL-000219,29,M,divorciado,Familiar,4,Sierra,Rural,1084,89,Diario,1461,569,Servicios,70,1720.5,750,61,253,2277,902,1
SOL-000220,29,M,viudo,Familiar,6,Selva,Rural,3601,4,Semanal,754,359,Produccion,57,2621.28,970,83,299,4186,906,1
SOL-000221,26,F,casado,Alquilada,4,Selva,Urbano,9717,14,Semanal,1723,912,Produccion,49,5042.88,990,128,549,9882,860,1
SOL-000222,31,M,divorciado,Propia,4,Selva,Periurbano,5163,52,Diario,1516,1496,Produccion,45,5128.2,920,111,633,12660,575,1
SOL-000223,53,F,viudo,Familiar,6,Sierra,Periurbano,2857,12,Mensual,1197,887,Produccion,74,1235.26,1210,55,48,432,780,1
SOL-000224,66,M,viudo,Propia,3,Costa,Urbano,1140,21,Quincenal,1185,129,Produccion,51,2449.51,890,84,449,1347,864,1
SOL-000225,55,M,casado,Propia,1,Selva,Periurbano,1279,5,Mensual,234,232,Transporte,73,1227.42,430,97,173,3114,564,1
SOL-000226,29,F,soltero,Propia,1,Selva,Urbano,2555,93,Diario,144,516,Transporte,68,984.64,490,54,61,1220,652,1
SOL-000227,40,F,viudo,Familiar,2,Costa,Rural,2553,12,Quincenal,1763,1348,Produccion,71,2842.29,560,226,294,1764,872,1
SOL-000228,30,M,viudo,Alquilada,1,Costa,Rural,2930,14,Quincenal,978,558,Comercio,70,2850.3,430,103,444,2664,983,1
SOL-000229,69,F,casado,Familiar,4,Selva,Rural,589,12,Mensual,1503,1424,Transporte,60,3467.2,710,261,198,1980,896,1
SOL-000230,18,F,soltero,Alquilada,1,Costa,Urbano,593,7,Quincenal,1056,497,Transporte,55,4018.95,550,171,135,810,735,1
SOL-000231,68,M,divorciado,Alquilada,3,Sierra,Rural,905,109,Diario,229,404,Transporte,41,1840.21,630,120,277,2493,887,1
SOL-000232,46,M,soltero,Propia,1,Costa,Periurbano,9568,52,Semanal,410,851,Servicios,18,3812.18,480,159,396,2376,749,1
SOL-000233,33,M,casado,Propia,1,Sierra,Rural,2531,14,Quincenal,56,459,Produccion,40,3285,390,160,173,1557,736,1
SOL-000234,64,F,divorciado,Propia,6,Selva,Urbano,5053,21,Quincenal,1175,1593,Transporte,79,1727.67,1330,144,50,300,665,1
SOL-000235,54,M,soltero,Alquilada,1,Sierra,Urbano,2168,3,Mensual,625,50,Comercio,71,927.13,520,56,114,1710,939,1
SOL-000236,37,F,divorciado,Familiar,1,Sierra,Urbano,1685,24,Quincenal,276,391,Produccion,63,732.23,520,61,38,1368,911,1
SOL-000237,51,F,divorciado,Propia,1,Sierra,Rural,3692,11,Semanal,209,744,Transporte,71,1438.69,390,141,210,4410,520,1
SOL-000238,43,F,viudo,Propia,6,Costa,Urbano,449,40,Semanal,8,175,Transporte,10,1112.4,1440,74,27,486,922,0
SOL-000239,32,M,viudo,Familiar,1,Sierra,Periurbano,4800,10,Quincenal,1868,1118,Comercio,56,3402.08,450,116,135,540,970,1
SOL-000240,41,M,viudo,Alquilada,3,Sierra,Rural,479,20,Quincenal,269,106,Transporte,61,895.44,630,68,101,2121,563,1
SOL-000241,63,M,soltero,Propia,1,Sierra,Urbano,1326,6,Mensual,166,353,Produccion,70,734.7,520,51,31,124,935,1
SOL-000242,19,M,soltero,Alquilada,1,Costa,Urbano,4870,26,Semanal,112,1419,Transporte,68,2711.04,550,58,415,13695,427,1
SOL-000243,69,F,soltero,Familiar,1,Selva,Urbano,2059,41,Semanal,478,185,Servicios,68,1071.68,490,106,15,180,797,1
SOL-000244,33,M,divorciado,Alquilada,6,Costa,Urbano,1946,54,Diario,729,411,Transporte,72,1393.28,1440,70,187,1496,796,1
SOL-000245,53,M,conviviente,Propia,2,Costa,Rural,672,35,Semanal,509,206,Servicios,74,755.3,560,56,37,296,716,1
SOL-000246,61,F,casado,Alquilada,5,Selva,Periurbano,1675,13,Quincenal,217,640,Servicios,78,953.92,1080,79,40,80,839,1
SOL-000247,45,F,soltero,Propia,1,Sierra,Urbano,822,28,Semanal,515,59,Transporte,65,765.8,520,56,92,184,829,1
SOL-000248,59,M,casado,Alquilada,6,Sierra,Periurbano,1556,18,Quincenal,437,1763,Produccion,70,2649.3,1210,99,446,6244,588,1
SOL-000249,70,M,viudo,Alquilada,5,Selva,Urbano,3028,91,Diario,1583,334,Produccion,66,1865.58,1160,106,238,1428,965,1
SOL-000250,28,F,casado,Propia,1,Costa,Urbano,4111,23,Semanal,1177,782,Transporte,45,2753.85,550,77,76,76,756,1
SOL-000251,61,M,soltero,Alquilada,1,Costa,Urbano,316,8,Mensual,18,101,Servicios,55,1210.95,550,52,140,420,945,1
SOL-000252,30,F,divorciado,Familiar,5,Selva,Urbano,1471,16,Quincenal,1262,326,Produccion,60,1782,1160,125,340,5440,564,1
SOL-000253,36,M,viudo,Alquilada,4,Sierra,Urbano,11865,48,Diario,806,1117,Produccion,21,7182.68,1000,276,9,198,888,1
SOL-000254,57,M,soltero,Propia,1,Costa,Periurbano,3141,10,Mensual,70,773,Servicios,62,1601.32,480,115,223,446,654,1
SOL-000255,35,M,casado,Propia,3,Sierra,Urbano,13359,3,Mensual,18,1126,Transporte,10,6568.2,830,256,97,1164,895,1
SOL-000256,57,M,viudo,Familiar,2,Costa,Urbano,500,91,Diario,253,194,Transporte,55,1195.2,710,105,215,1290,657,1
SOL-000257,39,M,divorciado,Propia,2,Selva,Urbano,1625,4,Mensual,26,630,Produccion,70,1151.1,640,50,12,24,809,1
SOL-000258,46,M,soltero,Familiar,1,Costa,Urbano,5309,85,Diario,1133,1461,Servicios,74,2240.68,550,101,356,1068,673,1
SOL-000259,31,F,viudo,Familiar,3,Sierra,Urbano,1268,23,Quincenal,562,962,Produccion,74,1771.9,830,97,122,1708,948,1
SOL-000260,20,F,soltero,Familiar,1,Sierra,Urbano,1051,7,Mensual,732,473,Comercio,64,987.48,520,73,19,38,791,1
SOL-000261,63,M,soltero,Alquilada,1,Selva,Periurbano,1225,7,Semanal,1014,970,Produccion,63,1947.68,430,117,241,3856,807,1
SOL-000262,18,M,soltero,Propia,1,Sierra,Rural,1730,13,Semanal,908,617,Produccion,73,1021.95,390,61,147,882,819,1
SOL-000263,22,M,viudo,Familiar,5,Costa,Periurbano,1547,23,Quincenal,169,864,Comercio,68,1402.56,1130,58,185,4440,514,1
SOL-000264,50,F,soltero,Familiar,1,Costa,Rural,1509,24,Semanal,1861,758,Comercio,38,5652.54,430,475,246,1968,775,1
SOL-000265,50,M,soltero,Alquilada,1,Sierra,Urbano,3323,23,Quincenal,1049,727,Transporte,74,1183.52,520,97,218,4796,464,1
SOL-000266,29,F,viudo,Propia,6,Selva,Urbano,1778,30,Semanal,8,529,Servicios,65,968.8,1330,53,33,891,936,0
SOL-000267,49,F,casado,Familiar,4,Sierra,Periurbano,1084,11,Mensual,205,184,Produccion,62,443.46,890,49,88,792,917,0
SOL-000268,31,M,divorciado,Alquilada,1,Sierra,Rural,1594,8,Semanal,886,41,Produccion,74,1131.26,390,59,177,2655,629,1
SOL-000269,22,M,casado,Familiar,6,Selva,Urbano,2051,48,Semanal,336,261,Produccion,73,699.57,1330,53,139,2919,407,0
SOL-000270,20,F,soltero,Familiar,1,Selva,Rural,1054,111,Diario,581,980,Comercio,85,1246.5,350,96,79,158,855,1
SOL-000271,59,M,casado,Alquilada,1,Sierra,Rural,5274,51,Diario,2039,202,Produccion,70,2085.3,390,186,76,2508,856,1
SOL-000272,41,M,conviviente,Propia,2,Sierra,Urbano,2963,21,Quincenal,1762,667,Comercio,76,1668.72,670,85,62,744,672,1
SOL-000273,19,F,soltero,Familiar,1,Sierra,Periurbano,2756,81,Diario,355,264,Produccion,56,1246.96,450,91,35,140,794,1
SOL-000274,42,F,casado,Alquilada,2,Costa,Urbano,3787,109,Diario,23,1424,Servicios,72,2384.2,710,130,389,12837,321,1
SOL-000275,20,F,soltero,Familiar,1,Costa,Urbano,1865,8,Mensual,319,211,Servicios,59,1120.53,550,93,144,5184,457,1
SOL-000276,69,F,soltero,Familiar,1,Sierra,Periurbano,1027,10,Mensual,920,423,Transporte,35,2468.7,450,236,362,4344,777,1
SOL-000277,24,M,conviviente,Propia,2,Costa,Urbano,3265,8,Mensual,635,380,Produccion,70,1341,710,84,197,2364,886,1
SOL-000278,44,M,casado,Propia,6,Selva,Urbano,1051,21,Quincenal,319,1284,Comercio,72,1967.56,1330,175,208,1248,652,1
SOL-000279,52,F,casado,Alquilada,1,Selva,Periurbano,4678,7,Mensual,251,747,Servicios,56,2806.32,430,90,507,6084,590,1
SOL-000280,68,F,viudo,Familiar,1,Selva,Periurbano,13692,12,Semanal,2116,1559,Transporte,25,7485,430,262,311,933,817,1
SOL-000281,19,M,soltero,Alquilada,1,Selva,Urbano,1933,5,Mensual,662,268,Comercio,68,1218.24,490,66,79,1896,883,1
SOL-000282,27,M,soltero,Alquilada,1,Costa,Rural,3201,105,Diario,1190,175,Comercio,70,2921.4,430,231,387,4644,666,1
SOL-000283,36,F,conviviente,Alquilada,4,Costa,Urbano,6411,3,Mensual,515,381,Produccion,51,3205.58,1070,280,129,1290,970,1
SOL-000284,65,M,viudo,Propia,2,Sierra,Rural,5359,35,Diario,726,354,Transporte,63,2251.82,520,134,318,8586,595,1
SOL-000285,39,M,divorciado,Familiar,3,Sierra,Urbano,2205,11,Quincenal,688,995,Servicios,59,3637.11,830,290,148,296,949,1
SOL-000286,54,F,soltero,Propia,1,Costa,Rural,2094,52,Semanal,324,38,Produccion,77,845.48,430,62,62,124,703,1
SOL-000287,22,F,casado,Familiar,3,Sierra,Rural,763,56,Diario,93,8,Produccion,68,1857.28,630,82,87,1827,909,1
SOL-000288,50,M,casado,Propia,4,Sierra,Urbano,6231,10,Semanal,1782,980,Produccion,77,2099.9,1000,81,344,3096,819,1
SOL-000289,61,F,viudo,Propia,6,Selva,Periurbano,7125,114,Diario,1782,555,Produccion,65,2984.8,1240,178,27,54,675,1
SOL-000290,35,F,conviviente,Propia,3,Selva,Periurbano,1926,41,Semanal,80,419,Comercio,30,5553.8,740,129,893,10716,744,1
SOL-000291,62,M,viudo,Propia,1,Selva,Rural,4703,10,Mensual,2166,357,Transporte,40,4672.8,350,83,679,18333,621,1
SOL-000292,20,M,soltero,Familiar,1,Costa,Rural,1211,101,Diario,1019,361,Transporte,18,4054.9,430,267,336,4704,907,1
SOL-000293,33,F,soltero,Alquilada,1,Sierra,Periurbano,402,11,Mensual,1033,1037,Produccion,62,3793.92,450,327,540,3240,691,1
SOL-000294,38,M,conviviente,Familiar,6,Costa,Periurbano,15863,55,Diario,85,226,Servicios,22,5679.18,1300,508,103,824,999,1
SOL-000295,26,F,viudo,Propia,1,Selva,Periurbano,8536,63,Diario,432,568,Transporte,63,3423.24,430,202,164,1968,985,1
SOL-000296,50,M,soltero,Alquilada,1,Sierra,Periurbano,3726,50,Semanal,42,1190,Servicios,40,5473.8,450,339,909,21816,525,1
SOL-000297,52,F,viudo,Familiar,4,Sierra,Periurbano,1233,6,Mensual,292,833,Transporte,62,2087.72,890,188,395,4345,507,1
SOL-000298,23,M,viudo,Familiar,6,Selva,Urbano,5379,7,Quincenal,459,1289,Transporte,58,3474.66,1330,248,656,6560,700,1
SOL-000299,18,M,soltero,Familiar,1,Costa,Periurbano,3515,14,Quincenal,417,88,Comercio,64,1487.52,480,143,108,540,989,1
SOL-000300,21,M,soltero,Familiar,1,Selva,Urbano,1868,92,Diario,112,1397,Comercio,35,6075.55,490,387,782,3910,817,1
SOL-000301,56,F,conviviente,Alquilada,3,Sierra,Periurbano,740,5,Mensual,186,228,Produccion,63,531.32,740,51,34,748,718,0
SOL-000302,44,F,soltero,Propia,1,Sierra,Rural,5570,9,Mensual,1900,1061,Servicios,56,3755.4,390,78,155,1395,711,1
SOL-000303,48,M,viudo,Familiar,2,Sierra,Rural,3729,41,Semanal,604,390,Produccion,65,1643.95,520,115,81,1701,978,1
SOL-000304,29,F,soltero,Propia,1,Costa,Periurbano,707,5,Quincenal,1486,890,Comercio,67,1691.25,480,82,278,2780,875,1
SOL-000305,29,F,casado,Alquilada,5,Selva,Periurbano,2908,58,Diario,702,430,Produccion,60,1514,1080,102,16,176,804,1
SOL-000306,65,F,soltero,Propia,1,Selva,Rural,5259,4,Mensual,599,621,Comercio,67,2104.08,350,165,100,200,918,1
SOL-000307,50,F,viudo,Familiar,1,Selva,Urbano,3371,3,Mensual,307,233,Transporte,25,2528.25,490,129,428,9416,588,1
SOL-000308,48,M,viudo,Alquilada,6,Sierra,Urbano,337,8,Mensual,243,127,Comercio,55,602.1,1350,53,19,171,699,0
SOL-000309,63,M,viudo,Alquilada,4,Costa,Urbano,6541,16,Quincenal,675,414,Comercio,35,3206.45,1070,66,141,1128,893,1
SOL-000310,20,M,soltero,Propia,1,Sierra,Rural,4282,10,Mensual,762,969,Servicios,66,1745.56,390,104,178,1780,763,1
SOL-000311,35,M,soltero,Alquilada,1,Sierra,Periurbano,7426,65,Diario,394,1093,Transporte,49,3781.14,450,172,625,5000,971,1
SOL-000312,26,M,soltero,Familiar,1,Costa,Urbano,1100,4,Quincenal,20,159,Produccion,57,564.16,550,52,33,1089,793,0
SOL-000313,44,M,conviviente,Propia,1,Selva,Rural,12334,14,Quincenal,681,982,Produccion,30,6259.4,350,401,1090,9810,721,1
SOL-000314,42,M,conviviente,Propia,2,Costa,Rural,505,82,Diario,83,128,Comercio,43,599.07,560,51,12,24,777,0
SOL-000315,40,M,conviviente,Alquilada,5,Selva,Rural,3370,9,Mensual,657,1124,Transporte,77,2220.65,840,82,52,832,676,1
SOL-000316,69,F,casado,Alquilada,5,Costa,Urbano,6052,32,Semanal,1570,49,Servicios,55,3151.8,1250,225,47,141,794,1
SOL-000317,46,M,divorciado,Familiar,4,Selva,Periurbano,4174,88,Diario,1207,891,Transporte,70,1803,920,80,175,1750,998,1
SOL-000318,49,F,divorciado,Propia,6,Selva,Urbano,9519,50,Semanal,1444,1494,Comercio,61,3380.13,1330,287,221,1326,912,1
SOL-000319,38,M,soltero,Familiar,1,Costa,Urbano,1850,87,Diario,151,561,Produccion,33,3840.44,550,341,377,6786,943,1
SOL-000320,55,F,divorciado,Familiar,6,Selva,Periurbano,1155,51,Semanal,601,93,Produccion,65,2006.9,1240,61,303,10908,312,1
SOL-000321,33,F,divorciado,Familiar,6,Sierra,Rural,363,7,Mensual,73,135,Servicios,71,508.08,1020,50,53,636,709,0
SOL-000322,43,M,divorciado,Alquilada,3,Sierra,Rural,4646,21,Quincenal,475,394,Produccion,40,2659.2,630,230,321,5778,647,1
SOL-000323,22,M,viudo,Alquilada,4,Sierra,Rural,3239,86,Diario,7,407,Produccion,43,2439.03,750,133,357,7140,605,1
SOL-000324,30,M,soltero,Propia,1,Costa,Periurbano,2301,3,Mensual,1145,465,Transporte,57,2831.12,480,206,423,2115,889,1
SOL-000325,41,F,soltero,Alquilada,1,Sierra,Periurbano,6476,86,Diario,989,88,Transporte,40,2598,450,82,386,772,894,1
SOL-000326,69,M,conviviente,Alquilada,1,Costa,Urbano,2450,11,Mensual,355,1062,Transporte,70,1606.5,550,76,107,2568,788,1
SOL-000327,52,M,viudo,Propia,3,Sierra,Rural,3585,5,Mensual,1480,337,Transporte,71,1804.09,630,175,274,548,790,1
SOL-000328,30,F,divorciado,Alquilada,6,Sierra,Rural,9477,32,Semanal,1576,330,Transporte,56,3280.2,1020,187,215,2580,906,1
SOL-000329,36,F,conviviente,Familiar,4,Sierra,Rural,8990,33,Semanal,1653,335,Produccion,54,4208.54,750,265,687,10305,550,1
SOL-000330,24,F,conviviente,Propia,2,Selva,Periurbano,3835,3,Mensual,680,276,Produccion,68,1338.24,580,57,261,2871,531,1
SOL-000331,59,M,viudo,Familiar,6,Sierra,Rural,4635,21,Quincenal,482,256,Servicios,18,1994.24,1020,100,240,960,764,1
SOL-000332,21,F,soltero,Propia,1,Costa,Urbano,4634,16,Quincenal,1002,408,Comercio,35,2800.85,550,233,250,7500,597,1
SOL-000333,51,F,divorciado,Propia,3,Selva,Periurbano,1292,35,Semanal,482,322,Comercio,70,831,740,72,113,1808,518,1
SOL-000334,55,F,casado,Alquilada,3,Costa,Periurbano,854,16,Quincenal,382,39,Transporte,76,651.36,790,60,20,100,911,0
SOL-000335,30,M,conviviente,Propia,2,Sierra,Periurbano,2663,5,Mensual,945,135,Comercio,72,910,590,80,33,66,921,1
SOL-000336,27,M,soltero,Alquilada,1,Costa,Urbano,4579,80,Diario,143,554,Produccion,22,3924.18,550,324,174,5742,665,1
SOL-000337,27,M,conviviente,Alquilada,1,Selva,Rural,1065,53,Diario,469,458,Servicios,73,705.78,350,59,6,30,781,1
SOL-000338,18,M,soltero,Propia,1,Costa,Urbano,429,36,Diario,15,236,Transporte,69,418.19,550,45,65,780,934,0
SOL-000339,61,F,viudo,Propia,3,Costa,Urbano,2372,12,Mensual,600,17,Produccion,56,1268.52,890,51,223,1561,749,1
SOL-000340,56,M,soltero,Alquilada,1,Selva,Urbano,5078,36,Diario,1232,666,Servicios,68,2752.32,490,63,39,819,818,1
SOL-000341,27,F,soltero,Alquilada,1,Costa,Urbano,395,10,Mensual,984,91,Produccion,67,1478.4,550,141,119,714,806,1
SOL-000342,45,M,soltero,Alquilada,1,Sierra,Rural,1405,109,Diario,684,1051,Produccion,73,1495.26,390,140,204,2448,829,1
SOL-000343,43,F,casado,Alquilada,3,Costa,Rural,1525,11,Mensual,28,64,Produccion,61,553.8,700,52,98,784,683,0
SOL-000344,51,M,soltero,Propia,1,Sierra,Periurbano,615,6,Mensual,974,402,Comercio,41,5596.15,450,71,492,984,728,1
SOL-000345,34,M,divorciado,Familiar,4,Costa,Rural,1401,43,Semanal,404,472,Servicios,65,1336.3,840,108,196,392,760,1
SOL-000346,64,F,divorciado,Propia,1,Costa,Periurbano,1335,31,Semanal,317,99,Comercio,56,1276.44,480,65,195,3510,565,1
SOL-000347,23,M,conviviente,Familiar,5,Sierra,Urbano,2299,36,Semanal,438,148,Produccion,72,1196.16,1180,94,193,3860,544,0
SOL-000348,56,M,casado,Propia,3,Selva,Periurbano,869,32,Semanal,871,451,Produccion,56,1797.4,740,76,17,204,894,1
SOL-000349,57,M,casado,Propia,1,Sierra,Rural,5226,22,Quincenal,1835,546,Comercio,69,2365.61,390,68,196,2940,782,1
SOL-000350,26,M,soltero,Propia,1,Selva,Rural,3039,6,Mensual,97,15,Produccion,72,1655.64,350,112,143,1716,789,1
SOL-000351,39,F,conviviente,Propia,5,Selva,Periurbano,828,5,Mensual,488,231,Transporte,30,1160.6,1080,89,32,480,989,1
SOL-000352,22,M,divorciado,Propia,1,Selva,Urbano,6179,21,Semanal,1605,988,Comercio,38,4721.92,490,445,351,8424,924,1
SOL-000353,42,F,casado,Propia,2,Costa,Rural,3711,63,Diario,1351,1436,Comercio,45,4830.65,560,192,938,10318,628,1
SOL-000354,18,M,soltero,Familiar,1,Selva,Urbano,1216,27,Semanal,1386,1713,Comercio,71,2609.13,490,50,399,8778,590,1
SOL-000355,58,F,casado,Propia,4,Costa,Periurbano,2536,5,Quincenal,774,40,Produccion,66,925.82,960,82,165,1485,885,1
SOL-000356,28,F,viudo,Alquilada,2,Sierra,Periurbano,2006,42,Semanal,1664,537,Produccion,70,2656.2,590,68,197,1773,810,1
SOL-000357,64,F,viudo,Propia,6,Costa,Rural,8034,119,Diario,628,318,Transporte,54,2734.24,1150,55,451,8118,550,1
SOL-000358,69,F,soltero,Familiar,1,Sierra,Rural,3083,12,Mensual,546,353,Servicios,63,1205.09,390,100,55,1320,784,1
SOL-000359,49,F,casado,Alquilada,6,Selva,Urbano,9679,20,Quincenal,16,1050,Produccion,60,3234.4,1330,136,29,145,968,1
SOL-000360,66,F,divorciado,Familiar,4,Selva,Rural,2654,33,Diario,1246,1101,Produccion,63,2946.31,710,246,445,5340,715,1
SOL-000361,44,M,conviviente,Propia,3,Sierra,Urbano,696,15,Quincenal,306,164,Transporte,75,542.25,830,50,74,444,989,0
SOL-000362,52,F,divorciado,Propia,6,Selva,Periurbano,1108,8,Mensual,1173,663,Produccion,77,1274.2,1240,93,62,434,870,1
SOL-000363,31,M,divorciado,Familiar,5,Sierra,Urbano,15390,35,Semanal,178,1263,Transporte,18,6432.9,1180,134,276,4968,657,1
SOL-000364,46,F,divorciado,Propia,4,Selva,Urbano,748,8,Mensual,369,403,Produccion,30,1548.4,990,90,306,7344,496,1
SOL-000365,31,M,viudo,Familiar,1,Selva,Rural,6312,11,Mensual,492,409,Produccion,45,3286.8,350,219,279,5859,986,1
SOL-000366,20,M,soltero,Propia,1,Selva,Urbano,3843,21,Quincenal,1471,1621,Servicios,73,2367.09,490,80,320,7680,554,1
SOL-000367,29,F,casado,Familiar,2,Sierra,Periurbano,1752,70,Diario,975,176,Comercio,66,2208.98,590,118,26,130,758,1
SOL-000368,63,F,casado,Propia,5,Sierra,Urbano,5115,79,Diario,178,251,Transporte,73,2522.07,1180,52,420,3360,919,1
SOL-000369,20,F,soltero,Propia,1,Selva,Urbano,1156,5,Mensual,93,10,Transporte,61,611.13,490,53,109,1090,960,0
SOL-000370,42,M,soltero,Propia,1,Costa,Urbano,1626,80,Diario,294,191,Servicios,52,1075.2,550,87,166,4482,385,1
SOL-000371,28,M,divorciado,Familiar,2,Selva,Rural,5075,26,Semanal,1263,522,Produccion,70,1845.6,470,161,181,362,718,1
SOL-000372,42,M,soltero,Alquilada,1,Costa,Rural,1784,5,Mensual,657,464,Comercio,67,900.57,430,53,99,198,850,1
SOL-000373,52,F,soltero,Alquilada,1,Sierra,Urbano,6337,7,Mensual,488,493,Servicios,18,2860.16,520,88,21,210,693,1
SOL-000374,56,F,viudo,Propia,5,Costa,Rural,3216,54,Diario,729,862,Servicios,59,2662.95,1000,66,64,192,740,1
SOL-000375,50,F,casado,Propia,3,Sierra,Urbano,7255,2,Quincenal,481,1091,Servicios,65,2427.6,830,201,292,7884,606,1
SOL-000376,30,M,soltero,Propia,1,Costa,Urbano,9931,14,Quincenal,840,340,Servicios,18,4414.88,550,195,734,11010,638,1
SOL-000377,34,M,casado,Propia,3,Sierra,Rural,2274,37,Semanal,13,377,Produccion,65,1342.25,630,77,211,2532,686,1
SOL-000378,26,M,divorciado,Alquilada,1,Sierra,Rural,8185,35,Semanal,1982,927,Transporte,64,2894.04,390,212,321,2568,977,1
SOL-000379,32,M,conviviente,Propia,3,Costa,Periurbano,795,23,Quincenal,1165,784,Comercio,65,2218.3,790,125,17,459,715,1
SOL-000380,23,M,conviviente,Propia,1,Selva,Urbano,5723,6,Quincenal,139,358,Comercio,77,2223.41,490,205,88,88,681,1
SOL-000381,47,F,viudo,Familiar,6,Sierra,Rural,6617,110,Diario,2456,822,Transporte,70,2954.4,1020,251,84,504,664,1
SOL-000382,60,M,casado,Alquilada,5,Selva,Rural,5105,102,Diario,2773,1293,Transporte,77,2198.8,840,153,159,1272,720,1
SOL-000383,19,F,soltero,Alquilada,1,Sierra,Rural,3423,11,Semanal,782,1093,Servicios,70,2015.7,390,98,47,423,655,1
SOL-000384,28,F,casado,Familiar,5,Sierra,Periurbano,415,4,Semanal,117,40,Servicios,73,403.11,1050,42,65,910,581,0
SOL-000385,44,M,conviviente,Familiar,6,Sierra,Periurbano,566,5,Mensual,1762,1311,Produccion,72,2045.12,1210,129,67,402,851,1
